configuration_id,fold,feature,coefficient,absolute_coefficient,sign,is_zero,n_iter,converged
LR-SELECTED-ROC,2,var_64,-0.04270057752728462,0.04270057752728462,-1,False,19,True
LR-SELECTED-ROC,2,var_65,0.046746235340833664,0.046746235340833664,1,False,19,True
LR-SELECTED-ROC,2,var_66,0.07001324743032455,0.07001324743032455,1,False,19,True
LR-SELECTED-ROC,2,var_67,0.14720307290554047,0.14720307290554047,1,False,19,True
LR-SELECTED-ROC,2,var_68,-0.03238002583384514,0.03238002583384514,-1,False,19,True
LR-SELECTED-ROC,2,var_69,0.024605637416243553,0.024605637416243553,1,False,19,True
LR-SELECTED-ROC,2,var_70,0.08910150080919266,0.08910150080919266,1,False,19,True
LR-SELECTED-ROC,2,var_71,0.10648571699857712,0.10648571699857712,1,False,19,True
LR-SELECTED-ROC,2,var_72,-0.03731885179877281,0.03731885179877281,-1,False,19,True
LR-SELECTED-ROC,2,var_73,-0.03300337865948677,0.03300337865948677,-1,False,19,True
LR-SELECTED-ROC,2,var_74,0.057310495525598526,0.057310495525598526,1,False,19,True
LR-SELECTED-ROC,2,var_75,-0.12722769379615784,0.12722769379615784,-1,False,19,True
LR-SELECTED-ROC,2,var_76,-0.2143663763999939,0.2143663763999939,-1,False,19,True
LR-SELECTED-ROC,2,var_77,-0.059677429497241974,0.059677429497241974,-1,False,19,True
LR-SELECTED-ROC,2,var_78,0.15553051233291626,0.15553051233291626,1,False,19,True
LR-SELECTED-ROC,2,var_79,0.016660422086715698,0.016660422086715698,1,False,19,True
LR-SELECTED-ROC,2,var_80,-0.18218053877353668,0.18218053877353668,-1,False,19,True
LR-SELECTED-ROC,2,var_81,-0.2586050033569336,0.2586050033569336,-1,False,19,True
LR-SELECTED-ROC,2,var_82,0.08002076297998428,0.08002076297998428,1,False,19,True
LR-SELECTED-ROC,2,var_83,-0.06916996836662292,0.06916996836662292,-1,False,19,True
LR-SELECTED-ROC,2,var_84,0.03510400652885437,0.03510400652885437,1,False,19,True
LR-SELECTED-ROC,2,var_85,-0.058217957615852356,0.058217957615852356,-1,False,19,True
LR-SELECTED-ROC,2,var_86,-0.11778002232313156,0.11778002232313156,-1,False,19,True
LR-SELECTED-ROC,2,var_87,-0.11373524367809296,0.11373524367809296,-1,False,19,True
LR-SELECTED-ROC,2,var_88,-0.05832423269748688,0.05832423269748688,-1,False,19,True
LR-SELECTED-ROC,2,var_89,0.1318671703338623,0.1318671703338623,1,False,19,True
LR-SELECTED-ROC,2,var_90,0.09738867729902267,0.09738867729902267,1,False,19,True
LR-SELECTED-ROC,2,var_91,0.11184748262166977,0.11184748262166977,1,False,19,True
LR-SELECTED-ROC,2,var_92,-0.1459435671567917,0.1459435671567917,-1,False,19,True
LR-SELECTED-ROC,2,var_93,-0.102452851831913,0.102452851831913,-1,False,19,True
LR-SELECTED-ROC,2,var_94,0.1546538770198822,0.1546538770198822,1,False,19,True
LR-SELECTED-ROC,2,var_95,0.12826459109783173,0.12826459109783173,1,False,19,True
LR-SELECTED-ROC,2,var_96,0.010753517970442772,0.010753517970442772,1,False,19,True
LR-SELECTED-ROC,2,var_97,0.04918137937784195,0.04918137937784195,1,False,19,True
LR-SELECTED-ROC,2,var_98,-0.004730903077870607,0.004730903077870607,-1,False,19,True
